run_id,sample_index,wall_time_iso,sim_time,round,paused,ai_enabled,ai_mode,ai_mode_timer,ai_stable_time,selected_index,human_override_active,vesicle_count,attached_count,cargo_count,avg_vesicle_speed,max_vesicle_speed,vesicle_centroid_x,vesicle_centroid_y,vesicle_centroid_z,selected_x,selected_y,selected_z,selected_speed,selected_attached,selected_cargo,mark_count,marked_organelle_count,nucleus_marks,mitochondrion_marks,spill_count,wrap_count,marker_count,flow_particle_count,ribosome_count,completion
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,22,2026-05-27T01:27:26.097681+00:00,2.466667,1,False,True,PLAYFUL_FLOW,2.466667,0.0,0,False,16,3,0,0.97357,1.573106,0.631261,-0.50585,-0.2923,-0.409628,1.245477,2.269633,0.718542,False,False,2,2,1,1,0,1,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,23,2026-05-27T01:27:26.246585+00:00,2.583333,1,False,True,PLAYFUL_FLOW,2.583333,0.0,0,False,16,3,0,0.966499,1.587703,0.636594,-0.508159,-0.298075,-0.491481,1.249989,2.292855,0.738972,False,False,2,2,1,1,1,1,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,24,2026-05-27T01:27:26.391051+00:00,2.7,1,False,True,PLAYFUL_FLOW,2.7,0.0,0,False,16,3,0,0.986558,1.599835,0.639457,-0.503064,-0.296084,-0.576408,1.253639,2.314015,0.759514,False,False,2,2,1,1,1,1,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,25,2026-05-27T01:27:26.519218+00:00,2.816667,1,False,True,PLAYFUL_FLOW,2.816667,0.0,0,False,16,3,0,1.005616,1.609061,0.641002,-0.497718,-0.295658,-0.664248,1.256386,2.332879,0.778189,False,False,2,2,1,1,1,1,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,26,2026-05-27T01:27:26.656060+00:00,2.933333,1,False,True,PLAYFUL_FLOW,2.933333,0.0,0,False,16,3,0,1.023751,1.615088,0.641202,-0.492447,-0.296431,-0.754632,1.258131,2.349146,0.79429,False,False,2,2,1,1,1,1,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,27,2026-05-27T01:27:26.779719+00:00,3.05,1,False,True,PLAYFUL_FLOW,3.05,1.0,0,False,16,3,0,1.040855,1.617742,0.640105,-0.487638,-0.29796,-0.847362,1.258715,2.36257,0.809847,False,False,2,2,1,1,0,1,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,28,2026-05-27T01:27:26.895634+00:00,3.166667,1,False,True,PLAYFUL_FLOW,3.166667,1.0,0,False,16,3,0,1.057017,1.616952,0.63782,-0.483647,-0.299765,-0.942246,1.258056,2.372976,0.824374,False,False,2,2,1,1,0,1,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,29,2026-05-27T01:27:27.013063+00:00,3.283333,1,False,True,PLAYFUL_FLOW,3.283333,1.0,0,False,16,3,0,1.071402,1.612738,0.634545,-0.480809,-0.301374,-1.039012,1.256062,2.380071,0.837368,False,False,2,2,1,1,0,1,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,30,2026-05-27T01:27:27.131090+00:00,3.4,1,False,True,PLAYFUL_FLOW,3.4,1.0,0,False,16,3,0,1.070868,1.605217,0.627459,-0.478246,-0.303681,-1.137461,1.252665,2.383687,0.850422,False,False,2,2,1,1,0,1,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,31,2026-05-27T01:27:27.249024+00:00,3.516667,1,False,True,PLAYFUL_FLOW,3.516667,1.0,0,False,16,3,0,1.07109,1.594615,0.619361,-0.478249,-0.300611,-1.237422,1.247836,2.383734,0.863365,False,False,2,2,1,1,0,1,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,32,2026-05-27T01:27:27.367085+00:00,3.633333,1,False,True,PLAYFUL_FLOW,3.633333,1.0,0,False,16,3,0,1.085882,1.581289,0.611026,-0.480149,-0.295558,-1.33877,1.24167,2.38002,0.876567,False,False,2,2,1,1,0,1,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,33,2026-05-27T01:27:27.485099+00:00,3.75,1,False,True,PLAYFUL_FLOW,3.75,1.0,0,False,16,3,0,1.099788,1.565753,0.60311,-0.4839,-0.288803,-1.441258,1.234163,2.372367,0.888403,False,False,2,2,1,1,0,1,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,34,2026-05-27T01:27:27.602993+00:00,3.866667,1,False,True,PLAYFUL_FLOW,3.866667,1.0,0,False,16,1,0,1.022043,1.512037,0.600396,-0.490162,-0.278549,-1.544694,1.225263,2.360727,0.900889,False,False,2,2,1,1,0,1,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,35,2026-05-27T01:27:27.721836+00:00,3.983333,1,False,True,PLAYFUL_FLOW,3.983333,1.0,0,False,16,1,0,1.026681,1.542177,0.608188,-0.495363,-0.257726,-1.648971,1.214898,2.345076,0.913737,False,False,2,2,1,1,0,1,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,36,2026-05-27T01:27:27.825006+00:00,4.083333,1,False,True,PLAYFUL_FLOW,4.083333,2.0,0,False,16,1,0,1.041059,1.55,0.614059,-0.498764,-0.239048,-1.738917,1.204962,2.328355,0.924875,False,False,2,2,1,1,0,1,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,37,2026-05-27T01:27:27.939296+00:00,4.2,1,False,True,PLAYFUL_FLOW,4.2,2.0,0,False,16,1,0,1.057844,1.55,0.621439,-0.502435,-0.2172,-1.844351,1.192161,2.305111,0.937191,False,False,2,2,1,1,0,1,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,38,2026-05-27T01:27:28.051948+00:00,4.316667,1,False,True,PLAYFUL_FLOW,4.316667,2.0,0,False,16,1,0,1.075121,1.55,0.629339,-0.505779,-0.195265,-1.950212,1.178077,2.277831,0.95035,False,False,2,2,1,1,0,1,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,39,2026-05-27T01:27:28.164053+00:00,4.433333,1,False,True,PLAYFUL_FLOW,4.433333,2.0,0,False,16,1,0,1.09126,1.55,0.637603,-0.508745,-0.173214,-2.056411,1.162763,2.246552,0.963714,False,False,2,2,1,1,0,1,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,40,2026-05-27T01:27:28.277394+00:00,4.55,1,False,True,PLAYFUL_FLOW,4.55,2.0,0,False,16,1,0,1.107509,1.55,0.646068,-0.511314,-0.150998,-2.162904,1.146332,2.211352,0.977943,False,False,2,2,1,1,0,1,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,41,2026-05-27T01:27:28.386937+00:00,4.666667,1,False,True,PLAYFUL_FLOW,4.666667,2.0,0,False,16,1,0,1.110965,1.55,0.652711,-0.512712,-0.130801,-2.269564,1.12883,2.172224,0.990788,False,False,2,2,1,1,0,1,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,42,2026-05-27T01:27:28.497488+00:00,4.783333,1,False,True,PLAYFUL_FLOW,4.783333,2.0,0,False,16,1,0,1.128745,1.55,0.659933,-0.513859,-0.110485,-2.376263,1.110302,2.129303,1.004269,False,False,2,2,1,1,0,1,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,43,2026-05-27T01:27:28.607726+00:00,4.9,1,False,True,PLAYFUL_FLOW,4.9,2.0,0,False,16,0,0,1.148469,1.55,0.666589,-0.515642,-0.089345,-2.482862,1.090909,2.082676,1.015989,False,False,2,2,1,1,0,1,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,44,2026-05-27T01:27:28.717636+00:00,5.016667,1,False,True,PLAYFUL_FLOW,5.016667,1.3,0,False,16,0,0,1.163501,1.55,0.668395,-0.522745,-0.065654,-2.589206,1.070862,2.032407,1.027927,False,False,2,2,1,1,0,0,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,45,2026-05-27T01:27:28.837069+00:00,5.133333,1,False,True,PLAYFUL_FLOW,5.133333,1.3,0,False,16,0,0,1.17761,1.55,0.669855,-0.529201,-0.041709,-2.695289,1.05022,1.978549,1.039829,False,False,2,2,1,1,0,0,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,46,2026-05-27T01:27:28.953408+00:00,5.25,1,False,True,PLAYFUL_FLOW,5.25,1.3,0,False,16,0,0,1.163838,1.55,0.671771,-0.536414,-0.019256,-2.800888,1.029021,1.921147,1.05068,False,False,2,2,1,1,0,0,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,47,2026-05-27T01:27:29.071285+00:00,5.366667,1,False,True,PLAYFUL_FLOW,5.366667,1.3,0,False,16,0,0,1.181202,1.55,0.673351,-0.543215,0.002686,-2.905924,1.007443,1.860111,1.062612,False,False,2,2,1,1,0,0,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,48,2026-05-27T01:27:29.189378+00:00,5.483333,1,False,True,PLAYFUL_FLOW,5.483333,1.3,0,False,16,0,0,1.185568,1.55,0.673486,-0.548827,0.022932,-3.01032,0.985602,1.795488,1.073691,False,False,2,2,1,1,0,0,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,49,2026-05-27T01:27:29.315127+00:00,5.6,1,False,True,PLAYFUL_FLOW,5.6,1.3,0,False,16,0,0,1.188416,1.474789,0.670832,-0.554495,0.045118,-3.113878,0.963654,1.727186,1.084593,False,False,2,2,1,1,0,0,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,50,2026-05-27T01:27:29.427860+00:00,5.716667,1,False,True,PLAYFUL_FLOW,5.716667,1.3,0,False,16,0,0,1.207804,1.48948,0.666343,-0.559928,0.068173,-3.216402,0.941751,1.6551,1.094985,False,False,2,2,1,1,0,0,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,51,2026-05-27T01:27:29.548306+00:00,5.833333,1,False,True,PLAYFUL_FLOW,5.833333,1.3,0,False,16,0,0,1.226394,1.503059,0.661936,-0.564918,0.091373,-3.317713,0.920057,1.579143,1.105989,False,False,2,2,1,1,0,0,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,52,2026-05-27T01:27:29.668457+00:00,5.95,1,False,True,PLAYFUL_FLOW,5.95,1.3,0,False,16,0,0,1.229569,1.514666,0.655902,-0.570875,0.111617,-3.417635,0.898738,1.499106,1.1176,False,False,2,2,1,1,0,0,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,53,2026-05-27T01:27:29.787968+00:00,6.066667,1,False,True,PLAYFUL_FLOW,6.066667,0.6,0,False,16,0,0,1.247264,1.533106,0.649166,-0.577271,0.12986,-3.515962,0.877933,1.414845,1.129281,False,False,2,2,1,1,0,0,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,54,2026-05-27T01:27:29.906993+00:00,6.183333,1,False,True,PLAYFUL_FLOW,6.183333,0.6,0,False,16,0,0,1.238621,1.55,0.640135,-0.581928,0.147989,-3.612471,0.857798,1.326276,1.141314,False,False,2,2,1,1,0,0,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,55,2026-05-27T01:27:30.023957+00:00,6.3,1,False,True,PLAYFUL_FLOW,6.3,0.6,0,False,16,0,0,1.239776,1.55,0.629795,-0.586426,0.166038,-3.706936,0.838463,1.23321,1.15458,False,False,2,2,1,1,0,0,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,56,2026-05-27T01:27:30.142497+00:00,6.416667,1,False,True,PLAYFUL_FLOW,6.416667,0.6,0,False,16,0,0,1.253745,1.55,0.618655,-0.590852,0.183995,-3.799139,0.820063,1.135481,1.168177,False,False,2,2,1,1,0,0,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,57,2026-05-27T01:27:30.261122+00:00,6.533333,1,False,True,PLAYFUL_FLOW,6.533333,0.6,0,False,16,0,0,1.266999,1.55,0.607917,-0.595165,0.202072,-3.888788,0.802778,1.033041,1.182464,False,False,2,2,1,1,0,0,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,58,2026-05-27T01:27:30.379411+00:00,6.65,1,False,True,PLAYFUL_FLOW,6.65,0.6,0,False,16,0,0,1.265799,1.55,0.599102,-0.599867,0.219181,-3.975666,0.786722,0.925795,1.197844,False,False,2,2,1,1,0,0,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,59,2026-05-27T01:27:30.497930+00:00,6.766667,1,False,True,PLAYFUL_FLOW,6.766667,0.6,0,False,16,0,0,1.279377,1.55,0.592161,-0.60476,0.23607,-4.059503,0.772066,0.81371,1.213048,False,False,2,2,1,1,0,0,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,60,2026-05-27T01:27:30.638643+00:00,6.883333,1,False,True,PLAYFUL_FLOW,6.883333,0.6,0,False,16,0,0,1.265503,1.55,0.584548,-0.609385,0.252535,-4.14004,0.758845,0.696831,1.228903,False,False,2,2,1,1,0,0,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,61,2026-05-27T01:27:30.758907+00:00,7.0,1,False,True,PLAYFUL_FLOW,7.0,0.0,0,False,16,0,0,1.250365,1.55,0.578836,-0.612808,0.272498,-4.217106,0.747257,0.575192,1.245306,False,False,2,2,1,1,0,0,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,62,2026-05-27T01:27:30.882024+00:00,7.116667,1,False,True,PLAYFUL_FLOW,7.116667,0.0,0,False,16,0,0,1.236058,1.540633,0.566489,-0.614175,0.292351,-4.290467,0.73743,0.448901,1.262072,False,False,2,2,1,1,0,0,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,63,2026-05-27T01:27:31.001257+00:00,7.233333,1,False,True,PLAYFUL_FLOW,7.233333,0.0,0,False,16,0,0,1.250489,1.533952,0.552872,-0.615064,0.310991,-4.359938,0.729378,0.318126,1.278303,False,False,2,2,1,1,0,0,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,64,2026-05-27T01:27:31.122659+00:00,7.35,1,False,True,PLAYFUL_FLOW,7.35,0.0,0,False,16,0,0,1.263855,1.526474,0.539625,-0.615506,0.32955,-4.425341,0.723156,0.18314,1.293502,False,False,2,2,1,1,0,0,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,65,2026-05-27T01:27:31.255741+00:00,7.466667,1,False,True,PLAYFUL_FLOW,7.466667,0.0,0,False,16,0,0,1.276272,1.525617,0.526704,-0.615413,0.347978,-4.486537,0.718829,0.044182,1.308381,False,False,2,2,1,1,0,0,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,66,2026-05-27T01:27:31.379032+00:00,7.583333,1,False,True,PLAYFUL_FLOW,7.583333,0.0,0,False,16,0,0,1.274779,1.542153,0.513701,-0.614436,0.365394,-4.543334,0.71646,-0.098509,1.322466,False,False,2,2,1,1,0,0,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,67,2026-05-27T01:27:31.500530+00:00,7.7,1,False,True,PLAYFUL_FLOW,7.7,0.0,0,False,16,0,0,1.226693,1.55,0.498375,-0.613712,0.376808,-4.595706,0.716102,-0.244568,1.335422,False,False,2,2,1,1,0,0,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,68,2026-05-27T01:27:31.622854+00:00,7.816667,1,False,True,PLAYFUL_FLOW,7.816667,0.0,0,False,16,0,0,1.212744,1.424471,0.485896,-0.61364,0.381792,-4.643548,0.71771,-0.393648,1.34707,False,False,2,2,1,1,0,0,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,69,2026-05-27T01:27:31.742218+00:00,7.933333,1,False,True,PLAYFUL_FLOW,7.933333,0.0,0,False,16,0,0,1.227632,1.432684,0.472912,-0.612695,0.385088,-4.686849,0.721318,-0.54545,1.358322,False,False,2,2,1,1,0,0,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,70,2026-05-27T01:27:31.845211+00:00,8.033333,1,False,True,PLAYFUL_FLOW,8.033333,0.0,0,False,16,0,0,1.227012,1.404785,0.458967,-0.611503,0.387863,-4.720344,0.725982,-0.677484,1.365923,False,False,2,2,1,1,0,0,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,71,2026-05-27T01:27:31.946382+00:00,8.133333,1,False,True,PLAYFUL_FLOW,8.133333,0.0,0,False,16,0,0,1.238411,1.42312,0.445848,-0.609643,0.390779,-4.750501,0.732055,-0.810983,1.372598,False,False,2,2,1,1,0,0,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,72,2026-05-27T01:27:32.047015+00:00,8.233333,1,False,True,PLAYFUL_FLOW,8.233333,0.0,0,False,16,0,0,1.24891,1.449285,0.432751,-0.607232,0.394165,-4.777302,0.739569,-0.945674,1.37717,False,False,2,2,1,1,0,0,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,73,2026-05-27T01:27:32.147847+00:00,8.333333,1,False,True,PLAYFUL_FLOW,8.333333,0.0,0,False,16,0,0,1.258562,1.475504,0.419624,-0.604326,0.398028,-4.800811,0.748477,-1.08132,1.381078,False,False,2,2,1,1,0,0,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,74,2026-05-27T01:27:32.248634+00:00,8.433333,1,False,True,PLAYFUL_FLOW,8.433333,0.0,0,False,16,0,0,1.254077,1.495584,0.405508,-0.601098,0.402767,-4.82109,0.758702,-1.217684,1.383314,False,False,2,2,1,1,0,0,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,75,2026-05-27T01:27:32.349813+00:00,8.533333,1,False,True,PLAYFUL_FLOW,8.533333,0.0,0,False,16,0,0,1.237615,1.481814,0.393575,-0.597857,0.405091,-4.838154,0.77019,-1.354532,1.384118,False,False,2,2,1,1,0,0,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,76,2026-05-27T01:27:32.452124+00:00,8.633333,1,False,True,PLAYFUL_FLOW,8.633333,0.0,0,False,16,0,0,1.234211,1.495494,0.379759,-0.593775,0.408552,-4.852097,0.782926,-1.491628,1.38369,False,False,2,2,1,1,0,0,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,77,2026-05-27T01:27:32.552153+00:00,8.733333,1,False,True,PLAYFUL_FLOW,8.733333,0.0,0,False,16,0,0,1.242857,1.50692,0.366054,-0.589807,0.411966,-4.862988,0.796807,-1.628764,1.38196,False,False,2,2,1,1,0,0,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,78,2026-05-27T01:27:32.653458+00:00,8.833333,1,False,True,PLAYFUL_FLOW,8.833333,0.0,0,False,16,0,0,1.239248,1.516434,0.349984,-0.585943,0.415003,-4.870913,0.811772,-1.76578,1.37953,False,False,2,2,1,1,0,0,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,79,2026-05-27T01:27:32.756173+00:00,8.933333,1,False,True,PLAYFUL_FLOW,8.933333,0.0,0,False,16,0,0,1.246515,1.523872,0.334478,-0.581939,0.418451,-4.875991,0.827757,-1.902527,1.376143,False,False,2,2,1,1,0,0,2,55,90,False
20260526-202723-sentence-script-a-semi-transparent-cell-6760fd,80,2026-05-27T01:27:32.859595+00:00,9.033333,1,False,True,PLAYFUL_FLOW,9.033333,0.0,0,False,16,0,0,1.22841,1.454742,0.319205,-0.577734,0.419266,-4.878292,0.844675,-2.038819,1.371658,False,False,2,2,1,1,0,0,2,55,90,False
